customer_id,age,tenure_months,monthly_charges,total_charges,support_calls,contract_type,payment_method,internet_service,churn
CUST_000936,37,16,114.93,1861.45,1,One year,Electronic check,Fiber optic,1
CUST_000937,29,0,34.51,75.85,3,Month-to-month,Electronic check,Fiber optic,0
CUST_000938,55,3,71.05,257.67,1,Month-to-month,Electronic check,DSL,1
CUST_000939,48,11,120.78,1296.97,2,Month-to-month,Electronic check,Fiber optic,1
CUST_000940,36,27,96.0,2491.86,2,Two year,Mailed check,No,0
CUST_000941,25,6,94.72,594.8,1,Month-to-month,Mailed check,DSL,1
CUST_000942,58,13,69.62,913.5,2,One year,Electronic check,DSL,1
CUST_000943,54,19,31.49,689.89,2,Month-to-month,Electronic check,No,1
CUST_000944,43,52,110.61,5736.79,3,Two year,Electronic check,DSL,0
CUST_000945,72,9,87.69,759.5,2,One year,Electronic check,Fiber optic,0
CUST_000946,28,3,32.54,74.68,1,Two year,Electronic check,Fiber optic,0
CUST_000947,22,16,74.22,1095.58,2,One year,Credit card,DSL,0
CUST_000948,34,32,127.53,4225.74,1,Two year,Credit card,Fiber optic,0
CUST_000949,44,2,41.51,196.98,1,One year,Electronic check,DSL,1
CUST_000950,48,13,72.61,822.63,0,Month-to-month,Bank transfer,DSL,1
CUST_000951,41,0,66.11,80.39,2,Month-to-month,Credit card,DSL,1
CUST_000952,50,0,101.08,0.0,3,Month-to-month,Mailed check,Fiber optic,0
CUST_000953,26,15,109.96,1747.89,2,Month-to-month,Bank transfer,DSL,1
CUST_000954,66,8,99.93,729.78,0,Two year,Credit card,Fiber optic,0
CUST_000955,43,44,78.55,3491.99,1,One year,Electronic check,Fiber optic,0
CUST_000956,61,22,38.2,647.53,2,Two year,Electronic check,Fiber optic,0
CUST_000957,50,14,61.95,747.41,2,Month-to-month,Bank transfer,No,0
CUST_000958,51,12,93.98,1174.62,3,Month-to-month,Mailed check,Fiber optic,1
CUST_000959,53,16,98.27,1502.3,2,Month-to-month,Electronic check,Fiber optic,1
CUST_000960,51,0,116.5,0.0,1,One year,Credit card,No,0
CUST_000961,54,53,91.86,5008.38,1,One year,Bank transfer,Fiber optic,0
CUST_000962,64,120,143.24,17410.32,2,One year,Electronic check,DSL,0
CUST_000963,47,4,75.92,397.38,4,Month-to-month,Bank transfer,No,1
CUST_000964,55,3,36.56,0.5,0,Month-to-month,Bank transfer,DSL,1
CUST_000965,43,3,67.62,379.21,1,One year,Electronic check,DSL,1
CUST_000966,66,25,86.98,2018.44,2,One year,Electronic check,No,1
CUST_000967,34,25,127.57,3158.92,2,Month-to-month,Credit card,DSL,1
CUST_000968,72,45,79.15,3567.4,5,Month-to-month,Electronic check,Fiber optic,0
CUST_000969,44,33,134.51,4631.23,2,Month-to-month,Mailed check,DSL,0
CUST_000970,23,14,81.23,1228.49,2,Month-to-month,Electronic check,No,1
CUST_000971,46,22,55.25,1169.06,1,One year,Credit card,No,0
CUST_000972,34,27,52.67,1327.5,0,One year,Electronic check,No,1
CUST_000973,57,17,42.67,825.6,1,Month-to-month,Electronic check,DSL,1
CUST_000974,35,15,72.79,1038.56,1,One year,Bank transfer,DSL,0
CUST_000975,38,24,34.19,842.3,3,Month-to-month,Electronic check,Fiber optic,0
CUST_000976,18,19,74.0,1269.11,0,One year,Electronic check,DSL,0
CUST_000977,38,24,130.84,3197.1,8,Month-to-month,Electronic check,Fiber optic,1
CUST_000978,18,22,98.01,2205.1,3,Two year,Mailed check,No,0
CUST_000979,21,30,110.98,3205.2,2,One year,Electronic check,DSL,1
CUST_000980,56,24,43.9,1156.78,1,Month-to-month,Mailed check,DSL,0
CUST_000981,56,17,75.81,1344.25,2,Two year,Bank transfer,No,0
CUST_000982,51,27,62.12,1751.3,3,One year,Electronic check,Fiber optic,0
CUST_000983,30,14,116.41,1591.87,2,Month-to-month,Bank transfer,DSL,1
CUST_000984,44,6,41.13,264.67,3,Month-to-month,Bank transfer,Fiber optic,1
CUST_000985,44,0,65.87,6.34,0,Month-to-month,Bank transfer,Fiber optic,1
CUST_000986,27,19,88.3,1662.97,1,Two year,Electronic check,No,1
CUST_000987,67,21,81.9,1737.04,1,Month-to-month,Mailed check,Fiber optic,1
CUST_000988,58,85,145.52,12495.21,2,One year,Bank transfer,Fiber optic,0
CUST_000989,41,10,48.15,588.95,2,One year,Electronic check,Fiber optic,0
CUST_000990,45,12,63.74,646.68,4,One year,Bank transfer,Fiber optic,0
CUST_000991,48,5,101.71,607.08,3,Two year,Electronic check,No,0
CUST_000992,18,1,73.31,192.42,2,One year,Electronic check,No,1
CUST_000993,41,35,77.71,2704.79,2,Month-to-month,Bank transfer,Fiber optic,1
CUST_000994,34,6,25.94,206.51,1,Month-to-month,Bank transfer,Fiber optic,0
CUST_000995,29,22,106.34,2388.85,0,One year,Bank transfer,DSL,0
CUST_000996,40,27,130.72,3444.39,3,One year,Electronic check,DSL,1
CUST_000997,71,15,89.53,1304.73,2,Month-to-month,Bank transfer,No,0
CUST_000998,54,50,130.65,6607.79,0,Month-to-month,Electronic check,Fiber optic,0
CUST_000999,36,14,78.69,1052.04,2,One year,Credit card,Fiber optic,0
CUST_001000,53,8,47.17,474.89,3,One year,Electronic check,Fiber optic,1
CUST_001001,65,54,48.44,2746.48,3,Month-to-month,Bank transfer,DSL,0
CUST_001002,58,47,108.84,5229.84,2,Month-to-month,Credit card,No,1
CUST_001003,45,4,71.31,483.22,3,One year,Electronic check,Fiber optic,0
CUST_001004,35,0,98.21,0.0,3,One year,Electronic check,DSL,0
CUST_001005,55,2,90.47,198.66,1,Month-to-month,Credit card,DSL,0
CUST_001006,50,8,122.8,1014.43,2,Month-to-month,Bank transfer,Fiber optic,1
CUST_001007,58,86,114.03,9800.65,1,Month-to-month,Electronic check,No,0
CUST_001008,54,19,72.22,1426.35,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_001009,60,11,54.17,424.79,1,Two year,Bank transfer,DSL,0
CUST_001010,36,52,93.69,4892.17,1,One year,Mailed check,Fiber optic,0
CUST_001011,64,14,114.29,1462.28,2,Two year,Credit card,Fiber optic,0
CUST_001012,47,9,28.74,162.43,0,Two year,Mailed check,Fiber optic,0
CUST_001013,76,68,151.79,10395.01,1,Month-to-month,Mailed check,DSL,0
CUST_001014,34,45,141.83,6362.47,5,One year,Electronic check,No,1
CUST_001015,71,44,101.78,4548.18,2,Month-to-month,Credit card,Fiber optic,0
CUST_001016,47,17,61.65,1026.05,1,One year,Electronic check,Fiber optic,0
CUST_001017,35,37,60.8,2360.42,2,Month-to-month,Electronic check,No,1
CUST_001018,37,4,49.65,174.69,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_001019,40,20,35.01,504.72,3,Month-to-month,Electronic check,Fiber optic,1
CUST_001020,51,99,117.01,11606.64,1,One year,Mailed check,Fiber optic,0
CUST_001021,52,8,29.73,20.97,1,Month-to-month,Electronic check,DSL,1
CUST_001022,36,37,110.35,3937.58,3,Month-to-month,Electronic check,No,0
CUST_001023,44,16,65.19,954.79,2,Two year,Bank transfer,Fiber optic,0
CUST_001024,77,0,39.94,0.0,2,One year,Bank transfer,DSL,0
CUST_001025,70,34,91.49,3056.0,2,Month-to-month,Bank transfer,No,0
CUST_001026,51,4,119.38,373.3,0,Month-to-month,Bank transfer,Fiber optic,0
CUST_001027,45,23,101.01,2182.71,0,One year,Mailed check,Fiber optic,0
CUST_001028,46,2,70.17,294.53,1,Month-to-month,Mailed check,No,1
CUST_001029,54,70,132.69,9220.59,3,One year,Electronic check,Fiber optic,0
CUST_001030,29,8,97.75,558.9,3,One year,Electronic check,DSL,1
CUST_001031,41,6,112.17,636.95,1,One year,Credit card,DSL,0
CUST_001032,19,3,41.97,13.43,1,Two year,Bank transfer,No,0
CUST_001033,50,70,140.89,9773.65,1,One year,Electronic check,DSL,0
CUST_001034,54,29,64.6,1944.51,0,Month-to-month,Electronic check,Fiber optic,1
CUST_001035,37,32,130.1,4118.38,3,Month-to-month,Credit card,Fiber optic,0
CUST_001036,68,16,56.11,782.44,1,Month-to-month,Credit card,Fiber optic,1
CUST_001037,26,15,120.18,1847.4,4,One year,Bank transfer,Fiber optic,1
CUST_001038,23,2,117.38,349.75,5,Two year,Mailed check,Fiber optic,0
CUST_001039,48,19,44.05,890.62,1,Month-to-month,Credit card,Fiber optic,0
CUST_001040,60,6,120.45,477.34,4,Two year,Bank transfer,DSL,0
CUST_001041,70,90,73.57,6510.01,3,Two year,Bank transfer,DSL,0
CUST_001042,38,38,60.86,2317.3,3,Two year,Bank transfer,Fiber optic,0
CUST_001043,61,12,70.42,820.57,0,One year,Mailed check,Fiber optic,0
CUST_001044,44,3,120.86,329.85,4,Month-to-month,Bank transfer,DSL,1
CUST_001045,42,36,86.86,3028.55,6,Month-to-month,Electronic check,Fiber optic,1
CUST_001046,58,3,76.54,89.06,1,One year,Electronic check,No,1
CUST_001047,54,5,91.94,660.49,3,One year,Bank transfer,DSL,0
CUST_001048,21,5,119.33,599.36,0,Month-to-month,Mailed check,DSL,1
CUST_001049,67,19,107.84,2113.08,1,One year,Mailed check,Fiber optic,0
CUST_001050,65,37,60.92,2254.49,3,Month-to-month,Mailed check,No,1
CUST_001051,35,9,54.8,497.83,2,One year,Credit card,DSL,0
CUST_001052,50,2,30.76,55.32,4,Two year,Credit card,DSL,0
CUST_001053,52,14,91.45,1168.19,1,Month-to-month,Mailed check,DSL,1
CUST_001054,48,33,54.57,1649.49,1,One year,Mailed check,DSL,0
CUST_001055,36,6,48.74,331.07,5,One year,Bank transfer,Fiber optic,0
CUST_001056,34,5,111.31,575.34,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_001057,44,70,87.68,6231.12,0,Month-to-month,Credit card,DSL,1
CUST_001058,62,73,113.16,8334.56,2,One year,Electronic check,DSL,1
CUST_001059,53,111,115.26,12712.63,1,Month-to-month,Bank transfer,Fiber optic,0
CUST_001060,39,39,46.9,1942.48,5,Two year,Electronic check,Fiber optic,0
CUST_001061,56,5,58.79,370.43,2,Two year,Bank transfer,Fiber optic,0
CUST_001062,18,5,63.31,385.62,5,Month-to-month,Electronic check,Fiber optic,1
CUST_001063,62,9,114.07,1251.56,4,Month-to-month,Bank transfer,Fiber optic,0
CUST_001064,18,9,56.95,716.9,2,One year,Bank transfer,No,0
CUST_001065,39,75,95.42,7225.8,1,One year,Credit card,DSL,0
CUST_001066,28,37,116.79,4377.74,2,Month-to-month,Credit card,No,0
CUST_001067,25,30,110.9,3435.04,2,Month-to-month,Credit card,DSL,0
CUST_001068,62,4,101.83,348.92,4,One year,Electronic check,No,1
CUST_001069,37,57,143.88,8144.01,1,Two year,Mailed check,Fiber optic,1
CUST_001070,50,42,120.56,5130.68,0,Month-to-month,Mailed check,Fiber optic,1
CUST_001071,44,4,62.76,165.4,4,One year,Bank transfer,Fiber optic,0
CUST_001072,52,49,126.65,6265.17,1,Two year,Electronic check,Fiber optic,0
CUST_001073,46,7,74.37,536.26,4,Month-to-month,Credit card,Fiber optic,0
CUST_001074,25,2,48.77,11.92,1,Month-to-month,Mailed check,DSL,1
CUST_001075,59,25,62.79,1572.38,5,Two year,Bank transfer,Fiber optic,0
CUST_001076,37,25,54.88,1502.61,1,Month-to-month,Credit card,DSL,0
CUST_001077,21,2,35.5,79.24,1,Month-to-month,Credit card,DSL,0
CUST_001078,38,9,42.95,395.2,0,One year,Mailed check,Fiber optic,0
CUST_001079,67,118,85.32,10100.4,1,Month-to-month,Mailed check,No,0
CUST_001080,57,27,122.35,3349.24,4,One year,Bank transfer,Fiber optic,0
CUST_001081,39,31,128.6,3953.54,3,Month-to-month,Bank transfer,No,1
CUST_001082,39,5,81.18,440.91,3,One year,Bank transfer,Fiber optic,0
CUST_001083,40,1,104.55,0.0,2,Month-to-month,Electronic check,DSL,1
CUST_001084,76,7,41.86,213.09,3,Two year,Electronic check,DSL,1
CUST_001085,50,6,113.17,611.89,2,One year,Electronic check,DSL,0
CUST_001086,51,6,73.64,488.79,1,One year,Electronic check,Fiber optic,1
CUST_001087,60,5,29.22,162.11,5,Month-to-month,Electronic check,DSL,1
CUST_001088,48,20,44.13,869.19,1,Two year,Bank transfer,Fiber optic,1
CUST_001089,41,9,55.4,567.66,1,Month-to-month,Electronic check,No,0
CUST_001090,42,41,44.86,1876.97,1,Month-to-month,Bank transfer,Fiber optic,0
CUST_001091,43,4,52.93,182.72,0,Month-to-month,Credit card,Fiber optic,1
CUST_001092,44,14,32.99,358.38,2,Two year,Electronic check,DSL,1
CUST_001093,55,0,43.6,0.0,6,One year,Mailed check,Fiber optic,1
CUST_001094,45,15,54.07,664.32,2,Two year,Electronic check,DSL,0
CUST_001095,55,1,119.94,133.99,2,Month-to-month,Electronic check,No,1
CUST_001096,43,91,89.05,8017.76,2,One year,Mailed check,DSL,0
CUST_001097,46,37,62.42,2259.96,2,One year,Electronic check,DSL,1
CUST_001098,18,16,96.68,1534.1,5,One year,Mailed check,Fiber optic,0
CUST_001099,58,2,106.94,318.27,0,One year,Electronic check,DSL,0
CUST_001100,50,21,69.21,1546.2,1,One year,Credit card,DSL,0
CUST_001101,59,34,124.56,4229.63,2,Two year,Mailed check,Fiber optic,0
CUST_001102,18,5,56.51,409.12,3,One year,Electronic check,DSL,1
CUST_001103,76,20,49.7,792.8,1,Two year,Mailed check,No,0
CUST_001104,42,40,72.96,3106.28,1,One year,Electronic check,DSL,1
CUST_001105,61,35,98.44,3514.5,3,Two year,Mailed check,DSL,0
CUST_001106,29,38,75.71,2887.42,4,One year,Mailed check,DSL,0
CUST_001107,54,50,112.29,5525.33,1,One year,Credit card,DSL,0
CUST_001108,29,66,76.69,5017.97,3,Month-to-month,Mailed check,No,1
CUST_001109,35,12,96.1,1214.13,2,Two year,Electronic check,DSL,1
CUST_001110,73,20,64.74,1358.08,0,Month-to-month,Bank transfer,Fiber optic,0
CUST_001111,42,37,84.09,3178.05,2,Month-to-month,Mailed check,No,0
CUST_001112,48,28,89.77,2440.84,2,One year,Electronic check,DSL,1
CUST_001113,58,120,148.62,17741.72,1,One year,Credit card,Fiber optic,0
CUST_001114,52,0,43.87,19.52,1,One year,Electronic check,Fiber optic,1
CUST_001115,47,10,108.59,1162.93,3,One year,Bank transfer,Fiber optic,0
CUST_001116,50,7,95.68,670.11,1,One year,Bank transfer,No,0
CUST_001117,80,7,46.91,476.52,2,Two year,Mailed check,Fiber optic,0
CUST_001118,44,6,120.5,726.3,3,One year,Electronic check,DSL,1
CUST_001119,48,29,100.98,2928.34,2,Two year,Mailed check,DSL,0
CUST_001120,60,2,66.24,199.54,0,Month-to-month,Mailed check,DSL,1
CUST_001121,61,32,51.75,1778.01,3,Month-to-month,Credit card,DSL,0
CUST_001122,62,28,87.32,2310.09,1,One year,Electronic check,Fiber optic,1
CUST_001123,54,6,39.48,125.06,1,Month-to-month,Bank transfer,No,0
CUST_001124,27,6,65.95,364.37,1,Two year,Bank transfer,Fiber optic,0
CUST_001125,69,23,72.37,1980.43,2,One year,Bank transfer,No,0
CUST_001126,27,34,108.99,3679.65,1,One year,Bank transfer,Fiber optic,1
CUST_001127,49,50,64.24,3199.74,0,Month-to-month,Credit card,No,1
CUST_001128,33,45,124.69,5672.76,3,One year,Mailed check,DSL,0
CUST_001129,44,80,92.61,7506.75,0,One year,Credit card,Fiber optic,0
CUST_001130,49,20,74.4,1504.96,3,Month-to-month,Electronic check,DSL,1
CUST_001131,49,57,125.73,7283.28,1,Two year,Mailed check,Fiber optic,0
CUST_001132,51,39,102.04,3860.13,2,One year,Electronic check,No,0
CUST_001133,69,54,77.8,4124.73,1,Month-to-month,Bank transfer,DSL,1
CUST_001134,51,0,58.62,116.25,2,Month-to-month,Bank transfer,DSL,0
CUST_001135,41,81,91.08,7378.47,2,Month-to-month,Mailed check,DSL,1
CUST_001136,59,15,86.98,1178.41,4,Month-to-month,Mailed check,No,1
CUST_001137,62,38,72.26,2613.72,2,Month-to-month,Mailed check,Fiber optic,0
CUST_001138,26,3,94.07,201.12,4,Month-to-month,Electronic check,Fiber optic,1
CUST_001139,53,12,83.98,1007.96,0,One year,Mailed check,Fiber optic,1
CUST_001140,55,7,38.07,313.23,1,Two year,Electronic check,Fiber optic,0
CUST_001141,40,8,55.03,407.31,2,Month-to-month,Mailed check,No,1
CUST_001142,65,3,43.64,169.43,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_001143,42,39,78.53,3019.01,3,Month-to-month,Bank transfer,Fiber optic,1
CUST_001144,46,0,71.6,122.39,2,Month-to-month,Mailed check,No,1
CUST_001145,42,8,74.68,852.59,2,Month-to-month,Credit card,Fiber optic,1
CUST_001146,45,4,97.45,350.55,5,Month-to-month,Electronic check,DSL,1
CUST_001147,28,21,49.42,1085.75,1,Month-to-month,Bank transfer,Fiber optic,0
CUST_001148,23,7,118.15,866.87,2,Month-to-month,Electronic check,Fiber optic,0
CUST_001149,68,7,57.78,418.36,2,One year,Bank transfer,DSL,0
CUST_001150,32,16,58.02,993.72,1,Month-to-month,Bank transfer,DSL,1
CUST_001151,30,25,101.02,2573.33,3,Month-to-month,Bank transfer,DSL,0
CUST_001152,18,3,102.05,259.05,2,Two year,Bank transfer,Fiber optic,0
CUST_001153,35,4,59.85,371.04,2,One year,Electronic check,DSL,1
CUST_001154,25,6,97.68,606.27,2,Month-to-month,Electronic check,No,1
CUST_001155,69,87,151.87,13174.52,2,Month-to-month,Bank transfer,Fiber optic,1
CUST_001156,60,12,102.68,1476.48,2,Month-to-month,Bank transfer,No,1
CUST_001157,34,21,33.92,700.69,1,Two year,Electronic check,DSL,0
CUST_001158,78,6,105.74,659.92,2,Two year,Electronic check,No,0
CUST_001159,59,16,105.45,1704.71,4,Month-to-month,Bank transfer,No,1
CUST_001160,40,1,87.43,74.44,1,Month-to-month,Credit card,DSL,0
CUST_001161,18,0,96.0,44.87,1,Two year,Mailed check,DSL,0
CUST_001162,79,15,125.44,1797.14,2,Month-to-month,Electronic check,Fiber optic,0
CUST_001163,24,12,69.11,888.99,3,Month-to-month,Electronic check,Fiber optic,1
CUST_001164,20,3,28.22,0.0,6,Month-to-month,Bank transfer,Fiber optic,1
CUST_001165,60,27,79.59,2019.1,1,One year,Mailed check,DSL,1
CUST_001166,80,118,83.64,10052.49,5,Month-to-month,Electronic check,Fiber optic,0
CUST_001167,65,12,55.43,539.48,1,Month-to-month,Electronic check,DSL,1
CUST_001168,53,23,90.19,1878.33,6,One year,Bank transfer,DSL,0
CUST_001169,53,79,90.46,7023.38,1,One year,Electronic check,Fiber optic,0
CUST_001170,57,42,109.54,4774.67,1,Two year,Mailed check,DSL,0
CUST_001171,56,14,109.2,1349.59,5,Month-to-month,Credit card,Fiber optic,0
CUST_001172,49,32,78.04,2401.82,3,Two year,Credit card,DSL,0
CUST_001173,46,3,111.51,188.72,0,Month-to-month,Bank transfer,Fiber optic,1
CUST_001174,44,17,36.48,592.81,1,Month-to-month,Electronic check,Fiber optic,1
CUST_001175,33,7,107.51,708.98,5,Month-to-month,Electronic check,Fiber optic,1
CUST_001176,40,4,104.86,371.35,2,One year,Electronic check,DSL,0
CUST_001177,19,13,58.7,948.71,1,Two year,Electronic check,DSL,1
CUST_001178,43,3,51.37,34.21,1,Month-to-month,Electronic check,No,1
CUST_001179,30,28,64.51,1796.05,2,Two year,Electronic check,DSL,0
CUST_001180,28,14,108.14,1547.81,3,One year,Bank transfer,No,0
CUST_001181,47,18,112.17,1920.96,4,Month-to-month,Bank transfer,Fiber optic,0
CUST_001182,65,3,54.47,212.08,0,Month-to-month,Electronic check,Fiber optic,1
CUST_001183,58,3,80.76,202.3,3,Month-to-month,Electronic check,No,1
CUST_001184,21,21,44.39,969.69,0,One year,Bank transfer,Fiber optic,0
CUST_001185,30,100,116.88,11676.99,1,One year,Electronic check,DSL,1
CUST_001186,59,2,120.88,36.71,1,Month-to-month,Electronic check,DSL,1
CUST_001187,30,8,39.88,449.68,1,Month-to-month,Mailed check,Fiber optic,1
CUST_001188,41,48,138.76,6867.35,3,Month-to-month,Mailed check,Fiber optic,0
CUST_001189,53,1,102.93,85.25,2,One year,Bank transfer,DSL,0
CUST_001190,30,50,142.22,7021.28,2,Month-to-month,Bank transfer,DSL,1
CUST_001191,46,17,46.46,940.39,3,Two year,Mailed check,Fiber optic,1
CUST_001192,24,12,47.35,757.26,2,Month-to-month,Bank transfer,Fiber optic,1
CUST_001193,35,8,25.69,188.61,3,One year,Electronic check,No,0
CUST_001194,49,8,96.47,749.89,0,Month-to-month,Mailed check,No,1
CUST_001195,21,8,88.41,699.28,0,Month-to-month,Bank transfer,No,1
CUST_001196,51,51,63.31,3061.18,4,Month-to-month,Bank transfer,Fiber optic,0
CUST_001197,44,30,114.11,3394.32,1,One year,Electronic check,Fiber optic,0
CUST_001198,53,26,62.92,1807.4,4,Month-to-month,Electronic check,DSL,1
CUST_001199,48,38,52.5,1978.11,5,Month-to-month,Electronic check,No,1
CUST_001200,65,7,65.76,356.29,1,Month-to-month,Mailed check,No,0
CUST_001201,46,23,40.6,983.4,2,Month-to-month,Mailed check,Fiber optic,0
CUST_001202,38,14,53.32,679.82,1,Two year,Electronic check,Fiber optic,0
CUST_001203,46,36,75.13,2698.15,1,Month-to-month,Bank transfer,No,1
CUST_001204,53,8,109.19,746.61,1,Two year,Bank transfer,No,0
CUST_001205,45,24,111.25,2566.45,0,One year,Electronic check,No,0
CUST_001206,45,51,89.78,4652.31,1,Two year,Electronic check,No,1
CUST_001207,34,12,98.46,1193.08,2,Month-to-month,Bank transfer,Fiber optic,0
CUST_001208,35,1,77.36,0.0,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_001209,23,17,62.58,1075.88,2,Month-to-month,Electronic check,Fiber optic,1
CUST_001210,71,10,97.59,915.16,1,One year,Bank transfer,Fiber optic,1
CUST_001211,26,26,101.35,2556.72,6,Two year,Credit card,No,0
CUST_001212,34,72,117.91,8605.88,2,Month-to-month,Electronic check,DSL,1
CUST_001213,34,15,89.3,1417.72,4,One year,Bank transfer,DSL,1
CUST_001214,58,15,95.8,1434.85,2,One year,Electronic check,Fiber optic,1
CUST_001215,40,25,70.95,1788.3,0,One year,Electronic check,No,1
CUST_001216,63,2,107.91,214.98,2,Month-to-month,Mailed check,Fiber optic,1
CUST_001217,34,7,39.73,326.82,3,Month-to-month,Mailed check,DSL,0
CUST_001218,49,60,138.39,8223.36,1,Month-to-month,Bank transfer,Fiber optic,1
CUST_001219,32,26,67.23,1834.18,2,Month-to-month,Bank transfer,Fiber optic,1
CUST_001220,77,0,32.5,35.36,3,Month-to-month,Electronic check,No,1
CUST_001221,27,5,82.5,386.21,2,Month-to-month,Mailed check,No,1
CUST_001222,49,27,71.1,1870.89,1,Month-to-month,Bank transfer,DSL,0
CUST_001223,54,34,118.55,4114.81,1,One year,Electronic check,DSL,0
CUST_001224,51,43,84.58,3621.83,2,Two year,Mailed check,Fiber optic,0
CUST_001225,42,8,90.86,656.96,1,Two year,Electronic check,Fiber optic,1
CUST_001226,43,64,82.83,5262.39,1,Month-to-month,Electronic check,DSL,0
CUST_001227,45,19,50.45,1035.38,2,Month-to-month,Bank transfer,No,0
CUST_001228,42,28,72.8,1877.48,3,Two year,Mailed check,No,0
CUST_001229,59,21,91.18,1879.26,3,Month-to-month,Electronic check,Fiber optic,0
CUST_001230,78,3,87.19,368.64,3,Two year,Electronic check,DSL,0
CUST_001231,36,79,117.32,9251.51,1,One year,Electronic check,DSL,0
CUST_001232,24,3,120.31,388.2,0,Two year,Bank transfer,DSL,0
CUST_001233,43,7,92.61,756.94,0,Month-to-month,Electronic check,DSL,1
CUST_001234,80,40,133.15,5415.31,2,One year,Mailed check,No,0
CUST_001235,32,23,43.29,951.74,5,One year,Electronic check,DSL,0
CUST_001236,69,43,47.64,2035.36,2,Month-to-month,Mailed check,DSL,0
CUST_001237,70,17,59.6,1103.67,1,One year,Mailed check,DSL,0
CUST_001238,36,11,39.16,524.69,5,Month-to-month,Credit card,DSL,0
CUST_001239,53,61,103.09,6279.49,4,Month-to-month,Bank transfer,DSL,0
CUST_001240,69,0,71.9,0.0,0,Two year,Credit card,No,0
CUST_001241,39,46,100.5,4649.99,2,One year,Mailed check,No,1
CUST_001242,41,6,97.52,721.83,2,Month-to-month,Bank transfer,Fiber optic,0
CUST_001243,36,45,139.63,6390.24,3,Month-to-month,Credit card,DSL,1
CUST_001244,29,3,109.33,397.32,2,Month-to-month,Electronic check,Fiber optic,1
CUST_001245,35,20,41.84,728.87,1,Month-to-month,Credit card,No,0
CUST_001246,26,52,79.85,4124.79,1,Month-to-month,Electronic check,No,0
CUST_001247,45,15,53.08,774.01,2,One year,Bank transfer,Fiber optic,0
CUST_001248,33,32,53.68,1859.66,4,One year,Bank transfer,DSL,1
CUST_001249,48,39,93.97,3641.04,1,Month-to-month,Electronic check,No,1
CUST_001250,21,32,91.33,3047.79,0,Month-to-month,Credit card,Fiber optic,0
CUST_001251,49,62,73.72,4513.85,3,Month-to-month,Credit card,Fiber optic,0
CUST_001252,57,14,98.19,1325.57,3,Month-to-month,Bank transfer,DSL,0
CUST_001253,18,4,95.29,429.31,1,One year,Electronic check,DSL,0
CUST_001254,50,1,22.6,179.41,3,Two year,Mailed check,Fiber optic,1
CUST_001255,63,6,62.58,354.28,2,Two year,Electronic check,DSL,1
CUST_001256,26,3,110.51,75.27,0,Month-to-month,Credit card,Fiber optic,0
CUST_001257,70,19,81.53,1392.69,0,Month-to-month,Mailed check,Fiber optic,0
CUST_001258,51,4,56.76,256.85,2,One year,Bank transfer,No,0
CUST_001259,34,0,45.37,0.0,2,Month-to-month,Bank transfer,DSL,0
CUST_001260,44,0,44.34,0.0,2,Month-to-month,Electronic check,Fiber optic,1
CUST_001261,53,42,50.98,2142.26,1,One year,Mailed check,DSL,0
CUST_001262,46,21,112.22,2111.74,3,One year,Mailed check,No,0
CUST_001263,53,10,33.67,298.68,1,Month-to-month,Mailed check,Fiber optic,1
CUST_001264,31,53,75.73,3897.18,2,Month-to-month,Credit card,DSL,1
CUST_001265,47,1,25.07,0.0,2,Two year,Electronic check,Fiber optic,0
CUST_001266,23,94,145.14,13562.82,2,One year,Mailed check,Fiber optic,1
CUST_001267,43,22,34.93,661.5,1,Two year,Electronic check,Fiber optic,0
CUST_001268,31,4,52.83,258.27,2,Two year,Electronic check,No,0
CUST_001269,33,27,90.83,2572.06,4,Two year,Bank transfer,No,0
CUST_001270,63,34,77.96,2614.07,1,Two year,Electronic check,DSL,1
CUST_001271,61,13,54.73,651.84,4,One year,Electronic check,Fiber optic,0
CUST_001272,54,47,71.02,3296.47,2,Month-to-month,Credit card,Fiber optic,0
CUST_001273,28,3,101.28,193.02,1,Month-to-month,Bank transfer,Fiber optic,0
CUST_001274,40,7,120.9,717.41,2,Month-to-month,Electronic check,No,1
CUST_001275,63,2,55.8,0.0,1,Month-to-month,Credit card,Fiber optic,0
CUST_001276,47,5,26.41,0.0,2,Month-to-month,Credit card,DSL,1
CUST_001277,79,6,26.66,323.14,2,Two year,Electronic check,Fiber optic,0
CUST_001278,50,59,125.42,7330.82,3,Month-to-month,Credit card,DSL,1
CUST_001279,47,1,75.74,0.0,4,One year,Mailed check,DSL,0
CUST_001280,40,13,104.86,1304.46,1,Two year,Credit card,Fiber optic,1
CUST_001281,47,18,98.75,1618.45,1,Month-to-month,Credit card,DSL,0
CUST_001282,42,54,137.75,7444.48,0,Month-to-month,Bank transfer,Fiber optic,0
CUST_001283,55,120,168.58,20225.06,0,Two year,Electronic check,No,0
CUST_001284,59,33,115.33,3811.57,2,Month-to-month,Credit card,No,1
CUST_001285,33,84,109.52,9195.52,2,Month-to-month,Mailed check,DSL,0
CUST_001286,25,37,69.31,2527.3,0,Month-to-month,Electronic check,Fiber optic,1
